userID;fecha
anom;13/09/2024_09:06
unixTimestamp;Timestamp;Situacion;Accion;Objeto
1726211193,15448;,13436;Test1;ENTRA_HEAD;Center Wall: Part of -------STATIC LEVEL--------
1726211203,42873;10,40833;Test1;SALE_HEAD;Center Wall: Part of -------STATIC LEVEL--------
1726211204,18370;11,16313;Test1;ENTRA_HEAD;Limit (5): Part of the level
1726211205,42302;12,40309;Test1;SALE_HEAD;Limit (13): Part of the level
1726211205,59019;12,56999;Test1;ENTRA_HEAD;Limit (17): Part of the level
1726211205,61930;12,59865;Test1;SALE_HEAD;Limit (17): Part of the level
1726211206,25907;13,23879;Test1;ENTRA_HEAD;Limit (23): Part of the level
1726211208,64554;15,62562;Test1;SALE_HEAD;Grass: Part of the level
1726211208,66799;15,64763;Test1;ENTRA_HEAD;Grass: Part of the level
1726211208,83626;15,81584;Test1;SALE_HEAD;Grass: Part of the level
1726211208,97813;15,95772;Test1;ENTRA_HEAD;Grass: Part of the level
1726211209,18468;16,16409;Test1;SALE_HEAD;Grass: Part of the level
1726211209,29418;16,27439;Test1;ENTRA_HEAD;Grass: Part of the level
1726211209,35015;16,33031;Test1;SALE_HEAD;Grass: Part of the level
1726211209,39269;16,37214;Test1;ENTRA_HEAD;Grass: Part of the level
1726211209,42074;16,40085;Test1;SALE_HEAD;Grass: Part of the level
1726211209,61630;16,59632;Test1;ENTRA_HEAD;Brick (5): Part of the level
1726211209,87949;16,85988;Test1;SALE_HEAD;Brick (5): Part of the level
1726211210,24220;17,22222;Test1;ENTRA_HEAD;Right Socket: Part of -------STATIC LEVEL--------
1726211210,42312;17,40296;Test1;SALE_HEAD;Right Socket: Part of -------STATIC LEVEL--------
1726211212,41288;19,39318;Test1;ENTRA_HEAD;Grass: Part of the level
1726211247,21896;54,19967;Test1;SALE_HEAD;FullBot: Part of RoboCola
1726211247,30299;54,28379;Test1;ENTRA_HEAD;FullBot: Part of RoboCola
1726211247,45629;54,43732;Test1;SALE_HEAD;FullBot: Part of RoboCola
1726211247,48347;54,46444;Test1;ENTRA_HEAD;ButtonE: Part of the level
1726211248,13813;55,11894;Test1;SALE_HEAD;ButtonE: Part of the level
1726211248,27725;55,25765;Test1;ENTRA_HEAD;ButtonE: Part of the level
1726211248,40222;55,38321;Test1;SALE_HEAD;ButtonE: Part of the level
1726211249,97581;56,95633;Test1;ENTRA_HEAD;ButtonE: Part of the level
1726211250,21169;57,19242;Test1;SALE_HEAD;ButtonE: Part of the level
1726211250,36525;57,34608;Test1;ENTRA_HEAD;ButtonE: Part of the level
1726211250,39275;57,37321;Test1;SALE_HEAD;ButtonE: Part of the level
1726211251,20099;58,18179;Test1;ENTRA_HEAD;ButtonE: Part of the level
1726211259,55460;66,53568;Test1;SALE_HEAD;Grass: Part of the level
1726211259,60854;66,58965;Test1;ENTRA_HEAD;Grass: Part of the level
1726211260,72387;67,70518;Test1;SALE_HEAD;Grass: Part of the level
1726211261,46111;68,44250;Test1;ENTRA_HEAD;Grass: Part of the level
